# target: wasp-103
# filter: IRAC 4.5um
# tmid: 2457163.011465 +- 0.000309
# emid: 2457162.551163 +- 0.000697
# transit_depth: 0.013129+-0.000073
# eclipse_depth: 0.004737 +- 0.000193
# nightside_amp: 0.000995 +- 0.000212
# hotspot_amp: 0.004737 +- 0.000193
# hotspot_lon[deg]: 7.214076 +- 2.719798
# hotspot_lat[deg]: -1.143695 +- 2.212845
time,flux,err,xcent,ycent,npp,phase,raw_flux,phasecurve
2457162.403943,0.998841,0.003859,23.036204,231.179197,3.993235,0.340918,219.011667,1.004025
2457162.404091,1.008185,0.003842,23.010258,231.182765,4.067614,0.341078,220.735588,1.004027
2457162.404248,0.991859,0.003873,23.000526,231.183660,4.198910,0.341248,217.435671,1.004029
2457162.404396,1.005363,0.003848,23.018379,231.172842,4.079991,0.341408,220.198365,1.004031
2457162.404549,0.999214,0.003859,23.001284,231.167312,4.000931,0.341573,218.939330,1.004032
2457162.404698,1.011531,0.003835,23.028000,231.163242,3.983415,0.341733,221.705438,1.004034
2457162.404855,0.992604,0.003872,23.011348,231.183670,4.055112,0.341903,217.524329,1.004036
2457162.405003,1.010810,0.003840,22.998721,231.180786,4.199321,0.342063,221.198435,1.004038
2457162.405309,1.000515,0.003856,23.016829,231.189061,4.078775,0.342393,219.151569,1.004041
2457162.405457,1.004632,0.003849,23.041147,231.178651,4.051588,0.342553,220.170664,1.004043
2457162.405609,1.003146,0.003851,23.020083,231.176658,4.004587,0.342718,219.932795,1.004045
2457162.405762,1.003310,0.003848,23.030042,231.156910,3.850863,0.342884,220.226027,1.004046
2457162.405915,1.004765,0.003849,23.024680,231.187348,4.089595,0.343049,220.068579,1.004048
2457162.406068,0.996288,0.003863,23.044414,231.192796,4.040899,0.343214,218.301536,1.004050
2457162.406216,1.006138,0.003843,23.047678,231.170583,3.948534,0.343374,220.814036,1.004052
2457162.406369,1.006161,0.003847,23.049865,231.199312,4.066060,0.343539,220.208681,1.004053
2457162.406522,0.998944,0.003859,23.009277,231.180395,4.017350,0.343704,218.931437,1.004055
2457162.406670,1.010394,0.003838,23.042570,231.189913,4.010057,0.343864,221.411526,1.004057
2457162.406822,0.998239,0.003858,23.060569,231.180292,3.983249,0.344029,219.095182,1.004059
2457162.406975,1.005509,0.003849,23.035228,231.204551,4.081345,0.344194,220.076681,1.004060
2457162.407128,1.001360,0.003853,23.011752,231.176065,4.049671,0.344359,219.428344,1.004062
2457162.407276,1.006659,0.003843,23.018282,231.181886,3.978207,0.344519,220.858525,1.004064
2457162.407429,1.003733,0.003851,23.049747,231.194887,4.054605,0.344684,219.859651,1.004066
2457162.407582,1.003907,0.003851,23.040833,231.191570,4.146400,0.344849,219.886515,1.004067
2457162.407730,1.000098,0.003854,23.032706,231.191019,3.964678,0.345009,219.514251,1.004069
